,content,date
5096,The Carbon Majors Report found that 100 companies are responsible for 71% of greenhouse gas emissions [2].,2022
5097,"Greenhouse gas emissions are causing climate change, which in turn results in rising sea levels, reduced resilience to natural disasters, and damage to food production.",2022
5098,ESG can provide a sort of moral compass for companies as they reach towards greater environmental sustainability and social justice goals.,2022
5099,"However, ESG is still limited in its cultural perspective and could do more in order to be broadly inclusive of other perspectives.",2022
5100,"With these improvements, ESG can act as an ethical facilitator between business, consumer, and planet.",2022
5101,"Beliefs and Theories in Favor of the Environment

ESG has been growing in popularity because both employees and consumers are demanding it.",2022
5102,"This is no surprise, because there are plenty of reasons for humans to care about the well-being of the environment.",2022
5103,"All the major religions, and many other worldviews, have some sort of connection to nature and guidelines on environmental stewardship.",2022
5104,"Many social theories, cultures, and psychological studies also indicate the importance of caring for our environment.",2022
5105,"Indigenous Australian Practices

Indigenous cultures across the world hold a reverence and care for the environment that stands in opposition to much of today’s industrialized and commercialized world.",2022
5106,A group of researchers working with indigenous Australian groups learned about the practices and beliefs of these communities in order to improve natural resource management in the area.,2022
5107,"They found five guiding principles that drove community members to think about the environment and use its resources: 1) the connection between the environment and people of past and present, 2) ancestral traditions about environmental stewardship, 3) union with the environment, 4) dependence on the environment for human health and well-being, and 5) the importance of sustainability to ensure it can continue providing sustenance [3].",2022
5108,"The use of these eco-centric principles in this indigenous community indicates the importance of respecting the environment, and how human lives are connected to the well-being of the planet.",2022
5109,These indigenous principles are relevant for ESG because they incorporate longer time horizons and convey human connectedness to the environment rather than separation.,2022
5110,"Hinduism

There are many ideas in Hinduism that advocate for caring about the environment.",2022
5111,"Many Hindus believe that humans and nature coexist, and that one cannot destroy nature without destroying humans too [4].",2022
5112,Karma and reincarnation are two ideas central to Hinduism.,2022
5113,"Karma, which is the belief that all actions bring consequences, is related to reincarnation because the law of karma can apply to many lifetimes: if people do negative things in this life, it may impact their next reincarnation.",2022
5114,These beliefs can help encourage Hindus to accept responsibility for how they treat the environment.,2022
5115,"Christianity

Within Christianity, one concept that stands out is “the universal destination of goods.” In Catholic social teaching, the universal destination of goods refers to how the goods of creation were made for the benefit of all of humankind.",2022
5116,"This idea comes from the creation story of Genesis 1, where it is detailed how God created both Earth and humans, giving the Earth to humans so they might have dominion over it and enjoy its fruits.",2022
5117,"According to Pope John Paul II, God gave the Earth to the whole of humanity, without favoring or excluding anyone, and that the Earth “is God's first gift for the sustenance of human life” [5].",2022
5118,"When considering ESG, this would mean thinking about how resources should be shared widely and not merely for the benefit of the few.",2022
5119,"Islam

Islamic beliefs also hold respect for the natural environment [6].",2022
5120,"In Islam, Allah created everything in balance, and this includes the Earth and all its living creatures.",2022
5121,"In the Quran, Allah says: “The sun and the moon both run with precision.",2022
5122,The stars and trees bow down in prostration.,2022
5123,"He erected heaven and established the balance, so that you would not transgress the balance” (Ar-Rahman, 55:5-8).",2022
5124,Any sort of harm or abuse of natural resources will affect this balance that Allah was so intentional in creating.,2022
5125,"For ESG, this would mean thinking of balance when using environmental resources, and not merely dismissing the health of the environment.",2022
5126,"Conflict Theory

Social theories are philosophical tools to help understand how society is structured, and conflict theory is one of the major paradigms utilized in sociology.",2022
5127,"An example of a useful tool is conflict theory, which believes that as competition occurs between social groups for scarce resources, inequalities follow [7].",2022
5128,"Conflict theory identifies the inequality in the distribution of the world’s resources as the source of many environmental problems, as well as the role of multinational corporations in resource extraction and the unequal accumulation of wealth as a result.",2022
5129,"With respect to ESG, these inequalities call on businesses and governments to have stronger regulations and guidelines for how to interact with the Earth in a way that is just.",2022
5130,"Land Ethic

When considering environmental ethics, it is impossible to not mention Aldo Leopold’s seminal idea of the land ethic [8].",2022
5131,"A land ethic expands the definition of community to include not just humans, but all parts of the Earth; plants, animals, soils, and waters, which is what Leopold called “the land.” Leopold envisioned a world where the relationship between people and the land are so intertwined that care for people cannot be separated from care for the land.",2022
5132,This land ethic would be a moral code that emerges from these interconnected relationships of care.,2022
5133,"In the world, billions of people share these perspectives on the environment, and we can assume that many of them would like their values for the environment to be respected by corporations.",2022
5134,"We already know that there is a strong desire among consumers for greater environmental consciousness, since that is one of the reasons that ESG exists in the first place.",2022
5135,"Given these two facts, how can ESG be a bridge between businesses, consumers, and the planet?",2022
5136,"ESG Done Wrong and Right

One of the biggest critiques of ESG is the lack of consistency.",2022
5137,"If there are no clearly defined standards that all companies can hold themselves accountable for, then it makes it difficult for transparency to exist between businesses and consumers.",2022
5138,"By comparing two companies who have consistently received positive ESG ratings, we can see the discrepancies within ESG.",2022
5139,"I have chosen companies that were not created with sustainability at the forefront and exist in two of the most profitable industries today (oil and technology), to demonstrate how the shift to ESG can be achieved.",2022
5140,"Chevron

Chevron is the world’s second largest polluter; however, they can still be found receiving high ratings on ESG lists and are seen as an industry leader in ESG [9].",2022
5141,"In their 2021 Climate Change Resilience Report, CEO Michael Wirth states that Chevron’s goal is to “be a leader in efficient and lower carbon production of traditional energy, in high demand today and for years to come, while growing low-carbon businesses that will be a bigger part of the future.” While it is admirable that they want to be a part of a low-carbon future, this statement indicates that they only have a desire to prioritize low-carbon businesses once the market demands it and it becomes inevitable, rather than wanting to take active steps now to be sustainable.",2022
5142,"Chevron also has a long history of causing harm to the environment and marginalized communities, both abroad and in the US.",2022
5143,"From 1964 to 1990, the company dumped 16 billion gallons of toxic waste into the Amazon rainforest, degrading the lands and waters of Indigenous and rural Ecuadorians.",2022
5144,"More recently, in February 2021 Chevron spilled 600 gallons of oil into the San Francisco Bay next to Richmond, CA over the course of 2 hours [10].",2022
5145,"This is just one recent incident of Chevron’s environmental and health effects, as they have consistently been a hazard to the health of Richmond residents.",2022
5146,"The Richmond refinery is one of the largest polluters in the state, and from 2008 to 2018 state records indicate that the refinery released nearly the same amount of greenhouse gas emissions over the ten year period [11].",2022
5147,How can Chevron paint themselves as a champion of ESG when they are doing this kind of harm to the planet and its people?,2022
5148,"Perhaps more importantly, how can this company whose business model is built on the extraction, sale, and eventual burning of fossil fuels (and claim to have their interests in a greener future) possibly have a high ESG rating?",2022
5149,This discrepancy points to a fundamental flaw in contemporary ESG: words speak louder than actions.,2022
5150,"Through Chevron’s marketing and gesturing towards environmental progress, they are able to receive credibility as a sustainable enterprise when they clearly are not.",2022
5151,From the many diverse perspectives above we could see how Chevron might be vulnerable to several harsh critiques.,2022
5152,"For example, burning fossil fuels harms the shared good of the atmosphere and climate which many cultures care deeply about.",2022
5153,Chevron’s acquisition of oil demonstrates little care for how it leaves less resources for future generations or how the burning of fossil fuels leads to climate and health effects that disproportionately affect those who are already facing inequalities.,2022
5154,"This runs afoul of many perspectives on the environment, perhaps most noticeably conflict theory, which cares specifically about inequality.",2022
5155,"Microsoft

Microsoft is one of the largest technology companies in the world, producing computer software, consumer electronics, personal computers, and more.",2022
5156,"In their 2020 Environmental Sustainability report, Microsoft identified four areas - carbon, water, waste, and ecosystems - that they will focus their efforts to minimize the negative environmental impacts of their operations and maximize the positive impacts of their technology [12].",2022
5157,"Because of these intentions, Microsoft has been seen in the top ten of several ESG ratings lists, and for good reason.",2022
5158,"The company has been carbon neutral since 2012, is one of the largest purchasers of renewable energy in the nation, and their Puget Sound campus has been zero waste certified since 2016, thus demonstrating that their commitments are more than just intentions.",2022
5159,"In Microsoft’s 2020 Environmental Sustainability Report, president Brad Smith discusses why the company had made the shift, which came from three central questions:

Are we doing enough?",2022
5160,Can we make a difference?,2022
5161,What should we do?,2022
5162,"In response to the first question, the simple answer was no.",2022
5163,"But what might be more important is the answer to the second question, which is yes.",2022
5164,The first step to action is the recognition that you have the power to enact change.,2022
5165,Microsoft believes that they can drive change for good rather than bad.,2022
5166,"In order to achieve the sustainable world they envision, they are changing their operations and their relationships with organizations and institutions around the world.",2022
5167,"Microsoft has made a series of industry-leading commitments to be a carbon negative, water positive, and zero waste company by 2030.",2022
5168,Perhaps the most impressive among Microsoft’s sustainable goals is removing from the environment all the carbon the company has emitted since its founding by 2050.,2022
5169,"This goal demonstrates not only that Microsoft is admitting accountability for their actions over their history as a company, but also that they are trying to make up for their bad actions.",2022
5170,"If Chevron did this it would be a very heavy lift, but it would also all the more impressive for admitting their mistakes and attempting to make amends.",2022
5171,"While these commitments might seem like mere talk, with full accountability decades in the future, the fact that Microsoft has already made some commitments and fulfilled them does lend confidence to the idea that it might make good on these future goals too.",2022
5172,From the perspective of various cultures examined above we might also see that Microsoft is being a good environmental steward.,2022
5173,"Considering the beliefs from various faith backgrounds, an important part of living out religious values is engaging in a process of discernment, which is similar to the process that Smith went through when reviewing Microsoft’s ESG strategy.",2022
5174,Microsoft has acknowledged the dependence of human life on the wellbeing of the environment and is working to preserve natural resources for humans now and to come.,2022
5175,"Conclusion

ESG is a good first step for businesses to claim their role in creating a more sustainable future, but ESG can and should be so much more.",2022
5176,"Integrating diverse perspectives of environmentalism around the world will help to ensure that the Earth, its resources, and its people are taken care of for years to come.",2022
5177,This broad-based approach to environmentalism will also help to make corporate ESG activities more comprehensible and appreciable to people and cultures around the world.,2022
5178,The Earth belongs to everyone.,2022
5179,Businesses can no longer continue to act as if only wealthy Western perspectives count because their operations and impacts are clearly global and affect people globally.,2022
5180,"Earth’s natural resources are not infinite, and many are diminishing every day.",2022
5181,Developing ESG practices that are informed by science and acknowledge the wellbeing of all people will be key in having businesses become a part of solving Earth’s environmental crisis.,2022
5182,"Sources

[1] Assoune, A.",2022
5183,“13 fashion brands that still use sweatshops in 2022.” Panaprium.,2022
5184,"2021, December 5.",2022
5185,"Retrieved from https://www.panaprium.com/blogs/i/fashion-brands-that-still-use-sweatshops

[2] Riley, T. “Just 100 companies responsible for 71% of global emissions, study says.” The Guardian.",2022
5186,"2017, July 10.",2022
5187,"Retrieved from https://www.theguardian.com/sustainable-business/2017/jul/10/100-fossil-fuel-companies-investors-responsible-71-global-emissions-cdp-study-climate-change

[3] Monica Gratani, Stephen G. Sutton, James R.A. Butler, Erin L. Bohensky & Simon Foale.",2022
5188,"“Indigenous environmental values as human values.” Cogent Social Sciences, 2:1, (2016) 1185811, DOI: 10.1080/23311886.2016.1185811

[4] BBC.",2022
5189,"“What does Hinduism teach about the environment?” GCSE religious studies revision, BBC bitesize.",2022
5190,BBC News.,2022
5191,(2022).,2022
5192,"Retrieved from https://www.bbc.co.uk/bitesize/guides/zbvrq6f/revision/3

[5] John Paul II.",2022
5193,Centesimus Annus.,2022
5194,"Vatican, 1991, May 1.",2022
5195,"Retrieved from https://www.vatican.va/content/john-paul-ii/en/encyclicals/documents/hf_jp-ii_enc_01051991_centesimus-annus.html

[6] Salem, M. A., Hasnan, N., & Osman, N. H. “Some Islamic Views on Environmental Responsibility.” 2nd International Conference on Environment Science and Biotechnology.",2022
5196,(2012).,2022
5197,"https://doi.org/10.7763/IPCBEE

[7] Simon, R. “The conflict paradigm in sociology and the study of Social Inequality: Paradox and possibility.” Theory in Action, 9(1), (2016): 1–31.",2022
5198,"https://doi.org/10.3798/tia.1937-0237.16001

[8] Kobylecky, J.",2022
5199,“Understanding the land ethic.” The Aldo Leopold Foundation.,2022
5200,"(2018, September 14).",2022
5201,"Retrieved from https://www.aldoleopold.org/post/understanding-land-ethic/

[9] Chevron Corporation.",2022
5202,“2021 Climate Change Resilience Report.” chevron.com.,2022
5203,(2021).,2022
5204,"Retrieved from https://www.chevron.com/-/media/chevron/sustainability/documents/climate-change-resilience-report.pdf

[10] Canon, G. “'a clear danger': Oil spill in California City revives calls to cut ties with Chevron.” The Guardian.",2022
5205,"2021, February 11.",2022
5206,"Retrieved from https://www.theguardian.com/environment/2021/feb/11/richmond-california-chevron-oil-spill

[11] Rosen, J.",2022
5207,“Can California's cap and trade actually address environmental justice?” YES!,2022
5208,Magazine.,2022
5209,"2020, November 24.",2022
5210,"Retrieved from https://www.yesmagazine.org/environment/2020/11/20/california-pollution-cap-trade

[12] Microsoft 2020 environmental sustainability report.",2022
5211,Microsoft Sustainability.,2022
5212,(2021).,2022
5213,Retrieved from https://www.microsoft.com/en-us/corporate-responsibility/sustainability/report,2022
5214,"Microsoft announced today the general availability of Microsoft Cloud for Sustainability as of June 1, offering digital solutions aimed at helping organizations accelerate their sustainability processes and initiatives, and deliver ESG insights and transparency.",2022
5215,"Microsoft initially unveiled its Cloud for Sustainability in July 2021, showcasing the offering’s ability to enable companies to more easily and effectively to record, report, reduce and replace their emissions through its Software as a Service (SaaS) tools that connect to real-time data sources to provide accurate carbon accounting, performance measurement, and action-oriented insights.",2022
5216,"With the new announcement of the tool’s general availability, Microsoft said that it will also add new capabilities to Cloud for Sustainability, and integrate it with Sustainability Manager, a new extensible solution unifying data intelligence, and offering organizations an increasingly automated view into the emissions impact of their entire operations and value chain.",2022
5217,"Microsoft also highlighted additional sustainability features, including reducing the environmental impact of IT infrastructure with tools such as its recently released Emissions Impact Dashboard, digital solutions to help companies reduce the environmental impact of operations and buildings, and advance their transition to clean energy, and facilitate greater transparency and accountability through value chains.",2022
5218,"In a blog post announcing Cloud for Sustainability’s general availability, Alysa Taylor, Microsoft’s Corporate Vice President, Industry, Apps, and Data Marketing, and Elisabeth Brinton, Corporate Vice President, Sustainability, said:",2022
5219,Enterprise cloud solutions provider Eka Software Solutions announced today a new partnership with tech giant Microsoft to offer a suite of sustainability data and reporting solutions.,2022
5220,"Eka Software Solutions is focused on providing cloud solutions that unify a range of workflows, from procurement to payments.",2022
5221,"Its platform-driven solutions for commodity and supply chain management, source-to-pay, treasury, and sustainability support customers accelerate their digital journey in an environment of continuous change.",2022
5222,"The solutions, aimed at helping businesses to track, measure, and report on factors including carbon usage, supplier relationships, governance, workforce management, and circular economy, will run on Microsoft’s Azure cloud computing platform.",2022
5223,"Manav Garg, CEO and Founder of Eka, said:

“ESG and Sustainability reporting is subject to a lot of attention but little clarity, and businesses continue to struggle with multiple reporting standards and frameworks.",2022
5224,"The strong, trusted relationship between Microsoft and Eka is at the heart of this exciting collaboration, and we are committed to providing enterprises the support they need with their ESG and sustainability disclosures, empowering them to address opportunities that will benefit the world today and generations to come.”

The collaboration will allow businesses to report against industry standards including GRI, SDG, SASB, CDP, TCFD, SECR, GRESB, and BRSR.",2022
5225,"Eka stated that with its configurable platform-driven solution, businesses can also easily build more frameworks as their requirements and regulations continue to evolve.",2022
5226,"Ahmed Mazhari, President, Microsoft Asia, said:",2022
5227,"GeekWire File Photo

A year after forcing an independent review of Microsoft’s sexual harassment policies, a majority of investors followed the board’s recommendations to reject all six shareholder proposals at the company’s annual meeting this week, according to results released Friday morning.",2022
5228,"Tax transparency: The shareholder proposal that received the most votes, about 23%, called on the company board to disclose details about its finances and tax payments in international markets, to ensure that the company is engaged in “responsible tax practices.”

AkademikerPension, one of Denmark’s largest pension funds, submitted the proposal.",2022
5229,"“Microsoft’s approach to taxation has been repeatedly challenged by tax authorities globally,” the proposal asserted, citing reports by Pro Publica and the Guardian.",2022
5230,"The board opposed the measure, calling it unnecessary due to what it considers “abundant disclosure” of Microsoft’s foreign tax practices.",2022
5231,"Climate change and retirement funds: About 11% of shareholders supported a proposal led by As You Sow, seeking a report examining Microsoft’s 401(k) retirement funds to determine the extent to which they invest in companies “contributing significantly to climate change.”

The proposal cited Microsoft’s use of BlackRock LifePath funds as the default option for participants, saying that the funds make “significant investments in fossil fuel companies and companies that cause deforestation risk.”

It added, “While Microsoft allows employees to use a ‘self-directed’ investment option to choose other funds, only 6 percent of employee retirement funds are invested outside the Plan.”

The proposal acknowledged Microsoft’s own efforts to reverse its impact on the climate with the goal of becoming carbon negative by 2030.",2022
5232,"Microsoft’s board said the proposal “over-simplifies or disregards the strict fiduciary framework to which the plan is subject under applicable law, and minimizes the efforts made to offer plan participants a broad range of investment options, including those that account for Environmental, Social, and Governance (“ESG”) factors, within that framework.”

Military technology: Proposals seeking to scrutinize Microsoft’s sale of technology to U.S. military agencies received 20% and 11% of the shareholder vote, respectively.",2022
5233,"The proposals sought independent reviews to determine if the practices “contribute to violations of privacy, civil and human rights,” or create risks to Microsoft’s reputation or finances.",2022
5234,"The first proposal was led by Boston Common Asset Management and Impact Investors, and the second was led by Harrington Investments, Inc.

Microsoft’s board opposed both resolutions, saying the company’s leaders have “made a principled decision that we’re not going to withhold technology from institutions that we have elected in democracies to protect the freedoms we enjoy.”

The company is one of four cloud providers picked to split a $9 billion contract to upgrade the U.S. military’s cloud capabilities.",2022
5235,"Microsoft was exclusively awarded a prior incarnation of the contract, known as JEDI, but that agreement was withdrawn amid a legal challenge from Amazon.",2022
5236,Shareholders also turned down proposals seeking to analyze Microsoft’s hiring practices to ensure fair treatment of applicants with arrest or incarceration records (11% approval); and to conduct a cost-benefit analysis of the company’s diversity and inclusion programs (1% approval).,2022
5237,See Microsoft’s proxy statement for more on each proposal.,2022
5238,US tech companies are slow to embrace ESG.,2022
5239,This is reflected in how their top execs are paid.,2022
5240,"(Photo by Bjorn Bakstad/iStock)

Among S&P 500 companies, less than half (43%) of those in the information technology sector link executive remuneration to ESG measures, compared with 100% of energy companies.",2022
5241,"Capital Monitor finds that just three out of seven ‘FANGMAN’ tech giants have ESG remuneration policies, with Microsoft the first to implement such measures in 2016.",2022
5242,"Data indicates that shareholder resolutions calling for ESG-linked pay is a major driver of implementation, though companies, including Amazon, have rebuffed such demands.",2022
5243,"As a means of encouraging bosses to pay attention to ESG metrics, a number of companies now link their executives’ pay to ESG targets.",2022
5244,"In 2021, one in four US-listed companies incorporated some form of environmental or social consideration within their executive pay packages, up from 16% in 2019, according to an April 2022 study conducted by proxy advisory firm Glass Lewis, published in the Harvard Law School Forum on Corporate Governance.",2022
5245,"Among S&P 500 companies, this figure rises to approximately 50%, compared with 39% in 2020.",2022
5246,"As such, the research finds that of the $6.96bn paid to S&P 500 CEOs in 2021, 8.65%, or almost $600m, was based on environmental and social performance.",2022
5247,"Of course, different elements of ESG may be perceived as more or less relevant depending on the sector.",2022
5248,"For example, energy companies are the most likely to incorporate environmental targets into their CEO’s pay packages, whereas financial institutions are among the most likely to focus on diversity targets, according to Glass Lewis research.",2022
5249,"Further data in the study shows that while 100% of energy companies in the S&P 500 tie some form of ESG metric to executive pay, companies in the information technology sector are the least likely to do so, shortly followed by ‘industrials’ and ‘consumer discretionary’.",2022
5250,"Included among the world’s largest information technology companies are Apple, Microsoft and Nvidia, which are often referred to as FANGMAN stocks - an acronym for the group of companies including Meta (formerly Facebook), Apple, Nvidia, Alphabet (Google’s parent company), Microsoft, Amazon and Netflix.",2022
5251,"These stocks are considered the world’s most influential tech companies, although Meta, Alphabet and Netflix are technically classed as ‘communication services’ and Amazon as ‘consumer discretionary’.",2022
5252,"Because on average, they produce less Scope 1 and 2 emissions – carbon emissions linked directly to their own businesses – than other sectors, tech companies tend to be overweight in ESG funds, according to MSCI.",2022
5253,"For example, across the 20 largest MSCI ESG equity funds in 2021, the companies with the highest average weights were Apple (5.6%) and Microsoft (5.0%).",2022
5254,"As such, tech executives appear to be less susceptible to shareholder demands for ESG-linked pay policies than other companies.",2022
5255,But should this be the case?,2022
5256,"Despite having relatively low Scope 1 and 2 emissions, Big Tech and social media companies such as the FANGMAN stocks have an outsized influence over social issues and geopolitics globally.",2022
5257,"Companies like Facebook and Google have been dogged by scandals and concerns over social issues during the past few years, including allegations of election tampering, underpaying workers, and a lack of diversity within their workforces.",2022
5258,"And as Capital Monitor has reported, shareholders are struggling to act on these concerns due to their executives ‘super-voting’ rights.",2022
5259,"The three FANGMEN of ESG-linked pay

Of the seven FANGMAN companies, Capital Monitor finds that three – Alphabet, Microsoft and Apple - currently link some executive compensation to ESG targets.",2022
5260,"The first to do so was Microsoft in 2016, which uses a weighted approach similar to that applied by oil majors such as Shell and TotalEnergies.",2022
5261,"Capital Monitor calculates that Microsoft apportions approximately 2.5% of its executive bonus to ESG targets, down approximately 4% last year.",2022
5262,"According to its latest SEC filings, one-third of Microsoft’s annual cash incentive (which totalled $14.2m) is non-financial, of which 10% is tied to performance on issues relating to ‘customers & stakeholders’, reduced from 16.67% in 2020.",2022
5263,"This 10% of the total bonus is composed of four parts, one of which includes progress on ‘Environmental, Social, and Governance goals’.",2022
5264,"The goals themselves are not detailed in the filings, which contrasts with the level of detail evident in the reports of oil majors, for example.",2022
5265,"Last year, according to its filings, Microsoft’s CEO Satya Nadella received 85% of his potential 10% ‘customer and stakeholder’ annual cash incentive, due to progress in a number of areas, including ESG targets such as accelerating the company’s ten-year carbon reduction plan, and narrowing the ‘disability divide’ through investments in technology, the workforce, and the workplace.",2022
5266,"View all newsletters Sign up to our newsletter ESG data, insights and analysis delivered to you By The Capital Monitor team Sign up here

Apple, by contrast, doesn’t weight bonuses against targets.",2022
5267,"Rather, since 2021, the tech giant has applied an ‘ESG modifier’ to its cash incentive programme, which can either increase or decrease the final bonus by up to 10%.",2022
5268,"While this past financial year was the first in which this policy was put in place, the ESG modifier was not applied, as its executives had already maxed all the possible bonus pay they could earn, as it is capped at 200% of the total target.",2022
5269,"Alphabet, which owns Google, rolled out its ESG compensation policy in February this year.",2022
5270,Executives can receive a maximum of $2m as an annual cash bonus based on contributions to Google’s performance against social and environmental goals for 2022.,2022
5271,The company has provided no further details on how executive pay will be measured against these goals.,2022
5272,"Shareholder activism

Though nascent, such policies in the sector follow years of campaigning.",2022
5273,"Capital Monitor’s analysis of data compiled by Ceres, a sustainable non-profit focused on capital markets, finds that close to a third of US shareholder resolutions calling for ESG-linked pay tabled at companies over the past decade are concentrated among energy companies.",2022
5274,"As such, it’s little surprise that so many of them implement such policies.",2022
5275,"Of the 95 relevant shareholder resolutions included in this database, three took place across Alphabet, Amazon and Apple.",2022
5276,"At each company, the same proposal was submitted multiple times by a firm called Zevin Asset Management, a boutique, self-described ‘socially responsible’ investment firm with just $443m assets under management.",2022
5277,"On each submission, Zevin Asset Management called on these tech majors to tie their executive pay to ESG metrics, as a means of forcing them to take greater action on social issues.",2022
5278,"Though the resolutions didn’t pass, they appear to have succeeded in mounting pressure on these firms, as both Apple and Alphabet eventually adopted these policies.",2022
5279,"For example, in January 2020, Zevin Asset Management filed a resolution at Alphabet claiming that the ‘tech diversity crisis threatens worker safety, talent retention, product development, and customer service’.",2022
5280,"It warned that such ‘human capital risks’ were ‘playing out as controversies’ at the company, referencing a situation in November 2018 when more than 20,000 workers walked out of Alphabet offices in protest of its mishandling of sexual misconduct cases.",2022
5281,"The proposal also cited concerns about the company’s inclusion, pointing out that among Alphabet's top 290 managers in 2017, just over a quarter were women and just 17 managers were ‘underrepresented people of colour.’ As with the other resolutions it filed, Zevin Asset Management argued that ‘clearly disclosed, comprehensive links among sustainability, equity, and executive compensation would enhance Alphabet's approach’ on tackling these issues.",2022
5282,"Though the proposal still went to vote, and gathered just 12.2% of shareholder’s support, Alphabet had decided shortly beforehand to adopt an ESG-linked pay bonus structure.",2022
5283,"Also in 2020, Zevin Asset Management shared a similar proposal at Apple, which received just 12.1% support from shareholders.",2022
5284,"Similar to what happened at Alphabet, shortly after the asset manager decided to repeat the same proposal the following year, Apple decided to implement an ESG-linked pay policy.",2022
5285,"On its website, Zevin Asset Management describes holding a series of calls and meetings with Apple in which they discussed the proposal in the months leading up to the company implementing its ESG modifier.",2022
5286,"Amazon, however, refused: while Zevin Asset Management’s initial 2019 proposal that the company link executive compensation to ESG metrics received more than 19% of the shareholder vote — a large proportion considering CEO Jeff Bezos’s oversized share in the company — Amazon took the step of refusing the proposal on the grounds of a technicality and omitting it from the ballot the following year.",2022
5287,A spokesperson for Amazon pointed Capital Monitor in the direction of its 2022 proxy statement.,2022
5288,It states incorporating what it calls discrete incentives into executive remuneration is a major source of “complexity and confusion” and believes corporate policy should be enough to incentivise executives to act in the interests of it.,2022
5289,"Though progress on ESG-linked pay at tech companies has so far been slow, if shareholders persevere with such resolutions, they may soon have to join their counterparts in other sectors in linking executive pay to ESG targets.",2022
5290,Spokespeople at Facebook and Netflix did not return emails seeking comment.,2022
5291,"Capital Monitor is hosting the second part of its Webinar series, Making Sense of Net Zero, alongside New Statesman and Tech Monitor on September 21.",2022
5292,Find out more information on NSMG.live.,2022
5293,"Microsoft, Alaska Airlines, and carbon transformation company Twelve announced a new collaboration, aimed at advancing the production and use of sustainable aviation fuel (SAF) derived from captured CO2.",2022
5294,"Twelve produces chemicals, materials, and fuels from carbon, instead of fossil fuels through a carbon transformation technology that converts captured CO2 into products with water and renewable energy as inputs and producing only water and oxygen outputs.",2022
5295,"Earlier this month, the company raised $130 million to advance its technology, with Microsoft Climate Innovation Fund as one of the investors.",2022
5296,"Nicholas Flanders, Co-Founder, and CEO of Twelve, said:

“By producing our drop-in E-Jet fuel from captured CO 2 , we can rapidly and efficiently close the carbon cycle and allow businesses to sustainably use emissions to power their own business travel.",2022
5297,"Partnering with progress-minded brands like Alaska Airlines and Microsoft adds thrust as we work towards delivering industrial-scale volumes of E-Jet.”

Air transport has come under increasing scrutiny in recent years as a significant contributor to GHG emissions, accounting for an estimated 2% of global GHG emissions.",2022
5298,"SAF is seen by market participants as one of the key tools for the industry to address its climate impact, as it generates significantly lower lifecycle carbon emissions relative to conventional jet fuel.",2022
5299,"SAF is generally produced from sustainable resources, like waste oils and agricultural residues, or even from carbon captured from the air, rather than from fossil fuels.",2022
5300,"Under the new collaboration, the three companies will aim to accelerate the production and use of Twelve’s low carbon jet fuel, E-Jet, which is made by a power-to-liquids process using the company’s carbon transformation technology.",2022
5301,"In addition, they will also work toward a demonstration flight using E-Jet, and to supply the fuel to address some of Microsoft’s business travel on Alaska.",2022
5302,"Elizabeth Willmott, Carbon Program Director at Microsoft, said:

“Building on our Climate Innovation Fund investment in Twelve and relationship with Alaska Airlines, this collaboration provides an opportunity to accelerate decarbonization in the aviation industry by exploring how to use low carbon fuels produced by renewable electricity, like Twelve’s E-Jet.”

The collaboration follows the launch of Microsoft and Alaska Airline’s partnership in October 2020, aimed at reducing the environmental impact of Microsoft employees’ business air travel through the use of SAF.",2022
5303,"Diana Birkett Rakow, Senior Vice President of Public Affairs and Sustainability at Alaska Airlines, said:",2022
5304,Software licensing costs matter.,2022
5305,"Evolve Cloud Services, an AWS Partner who specializes in cloud and software licensing optimization, knows this full well.",2022
5306,"Recently, Evolve teamed up with Enterprise Strategy Group (ESG)—an IT analyst, research, validation, and strategy firm—to analyze the results of 300 extensive Optimization and License Assessments conducted for organizations wanting to migrate their Microsoft workloads to AWS.",2022
5307,"ESG published their findings in this whitepaper, Reduce Licensing and Infrastructure Costs while on the Move to the AWS Cloud.",2022
5308,"Some of the key findings in this report include:

Software licensing costs are 3X the cost of all other costs in the cloud combined (e.g., compute, network, and storage).",2022
5309,"On average, Evolve has been able to reduce the number of Windows Server cores requiring a license by 77% and the number of SQL Server cores requiring a license by 45% when modeling workloads from on premises to AWS.",2022
5310,Taking advantage of your existing license investments will greatly reduce your overall cost of entry into AWS.,2022
5311,"Your Microsoft workloads can run more efficiently on AWS, thus reducing your overall licensing needs.",2022
5312,"In this blog post, I spoke with Evolve’s Steve Lohr, CEO and founder, and Jason Volpe, vice president of solutions, who firmly believe that it’s essential to take existing Microsoft volume licenses into account when considering a cloud migration.",2022
5313,"They explain how Microsoft licensing works on AWS and answer key questions often asked by their customers, illustrated with actual customer experiences.",2022
5314,"How does my SQL Server workload convert from on premises to AWS from a license perspective, one-to-one?",2022
5315,"The license that you own will convert one-to-one, meaning Microsoft does not have a core factor for their licensing—similar to what Oracle does.",2022
5316,"That being said, we’ll likely be able to run your on-premises SQL Server workloads on fewer cores on AWS, which would save you money.",2022
5317,"On average, customers have been able to reduce the SQL Server cores that need to be licensed by 45% when moving from on premises to AWS.",2022
5318,"For Windows Server, this percentage is even higher.",2022
5319,"Customers, on average, can reduce their Windows Server licenses by 77%.",2022
5320,The whitepaper dives into these details.,2022
5321,How can I use my existing SQL Server and Windows Server licenses on AWS?,2022
