,Text,is_long,ESG_Category
18378,"Insights from the Microsoft Global Privacy Series which also included events in Washington, D. C., Brussels, Singapore, Sydney, and Sao Paulo were published in the white paper Notice and Consent in a World of Big Data by Indiana University and the University of Oxford.",False,General
7336,"Amazon, the ecommerce goliath, is the biggest climate culprit.",False,Environmental
12842,"Enabling learning for our employees In 2021, we launched a Microsoft allemployee training effort, the Sustainability in Action badge.",False,Social
14663,"We also recently released Election Security Advisors, a service that brings Microsofts Detection and Response Team (DART) to election officials and political campaigns.",False,General
111,We’ve introduced Offload Data Transfers (ODX) and virtual fibre channel adapter support to help increase the performance of physical and virtual workloads.,False,General
15171,Windows 10 is now active on nearly 700 million devices around the world.,False,General
1586,"Today, imaging technologies like Xray and ultrasound mean that we can see what’s going on inside the body – in real time – without actually opening up the patient.",False,General
1395,"The new version of Storage Spaces Direct also more than doubles the performance of its mirroraccelerated parity feature, which lets you create volumes that are part mirror and part parity, such as mixing different RAID levels.",False,General
6759,"The good news: “44% of listed companies have now set decarbonization targets""—up 8% over last year.",False,Environmental
20691,"After completing a successful pilot in Spain, Hungary, and Poland, the program was rolled out across Europe this year.",False,General
17490,Microsoft has adopted a specific set of Principles for Engagement in the Public Policy Process in the United States to address issues specific to the US political and fundraising system.,False,Governance
20926,"When I saw that, I knew right away it was where I needed to be, I was in dire need, but this Digital Village could help me.",False,General
3889,"Nuance and Microsoft completely endtoend patientprovider workflow captures the patient interaction, converting into clinical documentation, and conducting followup actions.",False,General
20361,"The Microsoft Authorized Refurbisher (MAR) donation program, operating in scores of countries, facilitates community ICT access and learning by enabling more than 530 authorized PC refurbishers worldwide to install donated Windows operating systems and Microsoft Works 7.0 on P Cs destined for NG Os, community centers, and K 14 schools (including community colleges and vocational schools).",False,General
19146,"From Windows 7, Windows Live, Microsoft Office 2010, Windows Server, Microsoft SQL Server, and Microsoft Visual Studio to Bing, we are redefining how people communicate, socialize, save time, reduce costs, and get things done at home and in the office.",False,General
6930,"Others include limiting ESG risk, seeking ESG opportunities, or targeting sustainability themes.",False,Social
15172,"And we continue to create new device categories with alwayson, alwaysconnected Windows 10 P Cs and an expanded family of Surface devices including the new Surface Go setting the bar for the industry.",False,General
15720,"Robust new employee orientation on a range of topics including exploration of our company values, culture and Standards of Business Conduct.",False,Social
5620,"With regulations growing, we’re quickly innovating around ESG tracking and reporting.",False,Social
13511,The alliance will also create a due diligence platform and a joint purchasing strategy for carbon removal.,False,Environmental
4851,Adopting cloudbased computing: Moving from onpremises infrastructure to the cloud is up to 93 percent more energyefficient and up to 98 percent more carbonefficient compared to onpremises solutions.,False,Environmental
8404,"""These [SANS] are really important to enterprises and have been the Achillies heel to cloud,"" Robinson said.",False,General
14888,"Roughly 2,300 unique HTML attachments posing as COVID19 financial compensation information documents were caught in 24 hours in this one campaign.",False,General
19491,Commitments & Progress The following are some of the areas of focus within our supply chain.,False,General
16559,"As you read this report, we welcome your unique perspective about the issues you expect to see addressed in the future.",False,Social
5639,Microsoft also leads in sustainability and ESG and has earned street cred for prioritizing people and the planet.,False,Social
4849,That means physically shorter supply chains and loweremission delivery of orders to customers.,False,General
3299,"""It's now becoming more front and center for investors, especially on ESG plays.""",False,Social
19651,Find more facts and figures about Microsoft Corporate Governance on the Microsoft Investor Relations website at http://www.microsoft.com/IR.,False,Governance
367,"Once this digital infrastructure is established, foreign investors will be able to exploit a rise in digital innovation, efficiency and productivity across India’s economy and government.",False,General
6036,ESG value chain Gather data directly from your value chain partners and calculate your scope 3 emissions with the ESG value chain solution.,False,Social
21175,"In addition to causing financial and emotional trauma, identity theft may have a chilling effect on electronic commerce if consumers grow fearful that their identities may be stolen during online transactions.",False,General
14294,Methodology changes include changes in a calculation methodology or new activity types.,False,General
15779,"Through AI for Earth, were bringing together AI and cloud technologies, environmental science, and programmatic resources to empower people and organizations to solve global environmental challenges across water, agriculture, biodiversity, and climate change.",False,Environmental
3032,"Arc initially supports V Ms, Kubernetes clusters and databases, but expect the feature list to expand before the product is generally released.",False,General
15891,"Unless otherwise stated, information across this site covers all of Microsofts global operations during our fiscal year 2016 (July 1, 2015 to June 30, 2016).",False,General
3903,"We are redefining how work is done, making our customers more efficient, more effective, more productive, and more engaged.",False,General
6179,"The Microsoft cloud and Azure OpenAI Service capabilities will empower the KPMG global workforce of 265,000 to unleash their creativity, provide faster analysis and spend more time on strategic advice.",False,General
2094,"Now, it is trying to give Simpli Vity a boost with Info Sight software and new hardware models for remote sites and bulk storage.",False,General
6962,"Other “unique” investments include industrial automation company Rockwell Automation ROK, water technology provider Xylem XYL, and American Water Works AWK, the largest investorowned U. S. water and wastewater utility.",False,Environmental
20396,"A team of Microsoft employees was working with a group of NG Os to help doctors deliver medical care to remote areas of Afghanistan that had no power, no water systems, and no mobilephone connections.",False,General
15280,"Devices sustainability report (PDF) See the key results of our Responsible Sourcing, and Social and Environmental Accountability audits and assessments in the downloadable FY18 Devices sustainability report.",False,Social
9543,"More than 700 of the AI firm’s roughly 770 employees signed a letter on Monday addressed to OpenAI’s board stating that the signatories are “unable to work for or with people that lack competence, judgment and care for our mission and employees.” The letter called for every member of the board to resign and for Altman to be reinstated, or else employees might jump to Microsoft.",False,General
4469,All this connects closely with the broader array of innovations in the Microsoft Cloud and our own climate and renewable energy innovations across one of the world’s largest arrays of datacenter operations.,False,Environmental
2182,photo from IMDA website,False,General
3856,"Microsoft and Nuance both share a passion for ensuring people everywhere, and the institutions they build, are benefitting from the latest advances in digital technology.",False,General
4459,"First, we will continue to drive toward achieving by 2030 our commitments to become carbon negative, water positive and zero waste as a company while contributing to the biodiversity of the planet.",False,Environmental
6601,"We’re proud to contribute to a solution that not only addresses global carbon challenges but also tangibly enhances the lives of local communities in Bolivia while contributing to the reduction in deforestation linked to soil degradation.”The agreement marks the latest in a series of carbon removal announcements by Microsoft, forming part of the company’s initiative to become carbon negative by 2030, and to remove all of its historical emissions by 2050, spanning a wide range of technologies and approaches, including naturebased reforestation projects, direct air capture (DAC) solutions, and oceanbased carbon removal, as well as another recent biocharbased agreement.",False,Environmental
15215,This commitment extends to instilling trust in technology across everything we do.,False,General
16288,"Specific examples include: The introduction of Learning Tools for One Note, a toolbar addin that improves the reading and writing experience, especially for those with dyslexia.",False,General
9101,"Once you gather data from your value chain partners, you can calculate your scope 3 emissions using the new attribution node in calculations.",False,Environmental
10863,"We look forward to deepening our partnership and bringing together the endtoend power of the Microsoft Cloud with Fujitsu’s industry expertise to help our mutual customers address business and societal challenges.”To help fasttrack the project, Fujitsu and Microsoft have joined forces to implement skilling initiatives for 28,000 Fujitsu employees over the next five years.",False,General
11748,"For banks such as HSBC, it’ll prove useful if businesses begin using a common platform such as Gprnt for reporting.",False,General
1829,"Organizations considering a fullservice cloud should make sure they are very comfortable with the data security and services available with the provider, as well as its longterm viability.",False,General
10663,"ESG is short for the environmental, social, and governance goals that have become commonplace in the financial industry and elsewhere in the corporate world.",False,Environmental
19086,"in anticipation of, in recognition of, or in return for an official act.",False,General
18985,"After the game session is over, the body movement data is immediately deleted from all consoles.",False,General
6086,This in part is a result of a reduction in our direct operational (Scope 1 and 2) emissions by 22.7%.,False,Environmental
4785,"Like many of the companies at SB ’22, we’ve found that sustainable transformation has helped us:Build brand trust .",False,Social
13036,"Employeeled education In April 2021, to celebrate the 51st anniversary of Earth Day, the Microsoft Sustainability Community organized three days of learning sessions to educate, inspire, and activate employees on the importance of sustainability.",False,Social
6580,"Microsoft recently announced another DA Cbased agreement with startup Climeworks to permanently remove 10,000 tons of CO2 emissions, and earlier this month the company entered its first agreement for oceanbased carbon dioxide removal, with ocean health company Running Tide.",False,Environmental
6066,"Extreme weather caused devastating droughts, wildfires, famine, floods, and heat waves with alarming frequency.",False,Environmental
5838,"Often the biggest barrier to achieving that is a lack of understanding about how to gather genuinely insightful data and how to use that information to deliver positive change.”Shelly Blackburn, Vice President, Cross Solutions at Microsoft, added:",False,General
10456,"Yet, the line often can feel blurred between what types of companies are found in a traditional fund compared with a fund that takes explicit ESG approaches.",False,Social
2245,"As Mr. Smith writes, “it will need to become a moonshot for the world.”",False,General
1484,"PwC refers to the PwC network and/or one or more of its member firms, each of which is a separate legal entity.",False,General
10664,De Santis and his allies have a somewhat different perspective.,False,Social
6088,"Our Scope 3 reported emissions increased slightly in 2022, by 0.5%, despite a 25% increase in purchased goods and services due to business growth.",False,Environmental
20360,"Millions of potentially useful P Cs are literally going to waste, and millions of opportunities to empower people through technology are being lost.",False,Environmental
6911,"The companies that are leaders are the ones that [aren’t focused on] strategy only, it’s about [having] a driving force within your organisation”.",False,General
4545,"Digital technologies are also helping organizations facilitate greater transparency and accountability through their value chain, from raw materials to product creation to distribution.",False,General
15488,"As of 2018, Microsoft was named in the DJSI World and North America indexes.",False,General
16816,Goal: Driving innovation and efficiency by infusing diversity and inclusion into our business strategy and by developing innovative products and services to better serve the needs of a broad range of customers.,False,Social
19192,The Microsoft Corporate Citizenship goals and strategy are based on our company mission to enable people and businesses throughout the world to realize their full potential.,False,Social
3647,98 Zoetis ZTS Medical Ethical Drugs 62.06 95 80 91 A 14 57 26 34 0.5 99 Gentherm THRM Auto/Truck Original Equipment 61.95 92 88 77 A 12 14 96 383 n.a.,False,General
4929,We’re developing some really brilliant programs and workshops that help our teams share their knowledge.,False,General
5504,"For more uptodate figures, check the Global Data website.",False,General
13577,"comparability In Microsofts commentary to the Securities Exchange Commission climate disclosure, we predicted, Individual consumers will have the ability to choose among competing products based on relative carbon emissions, as they do today when it comes to the nutritional content of food products.",False,Environmental
14361,"And third, transmission and distribution (T&D) losses (by energy use type) were multiplied by emission factors from the EP As eGRID2019 database for the United States and from IEA (2021) emission factors for other countries.",False,Environmental
7344,Generation now owns a total of 2.7 million shares of the U Sbased semiconductor manufacturer.,False,General
12920,"However, as our business has grown and weve seen increased use of our devices and cloud services, our total Scope 3 emissions (comprising the companys entire value chain) have increased by about 23 percent yearoveryear.",False,Environmental
3831,They also look for opportunity to drive capital allocation into.,False,General
13489,"Impact from our 2020 investments include: Supporting clean energy in Asia Via the Southeast Asia Clean Energy Facility (SEACEF), we invested in Xurya, a clean energy company committed to accelerating the rooftop solar market in Indonesia.",False,Environmental
9640,These commitments are rooted in science and take the necessary steps to protect our ecosystems and prevent the most severe impacts of climate change.,False,Environmental
19512,Microsoft seeks to ensure that we treat our suppliers fairly and responsibly.,False,Social
1675,"And their reputations hold under the weight of all those eyes: Amazon is #2 on the list, receiving an ""excellent"" rating, while Microsoft and Kraft Heinz (KHC) also appear in the top 15.",False,General
14539,"Our commitments and approach Technology can empower people to achieve more, help strengthen educational opportunities, and make the workplace more inclusive for people with disabilities.",False,Social
12802,"SSTS is an industrywide initiative aimed at creating a detailed emissions profile of the semiconductor fabrication process, which will deliver insights about the electricity, materials, and water required to manufacture each chip that we purchase.",False,Environmental
10535,"As part of an ongoing commitment to address the gender pay gap, V Mware aims that over 1 in 3 hires (37%) will identify as a woman.",False,Social
4915,"Amy: I’ll take this one, because it’s something I deal with on a daily basis.",False,General
19012,Working with partners: We work with peers in the technology industry to figure out new ways to fight digital crime.,False,General
14321,Reported data for ecosystems includes the total area of land that has been funded and protected based on the presented definition in table 1.10 for reporting criteria.,False,Environmental
19993,"We are committed to delivering software, services, and best practices that help protect customers data, systems, and networks.",False,General
17804,"** Protection of Intellectual Property Fair Business, Advertising, and Competition Protection of Identity Responsible Sourcing of Minerals*",False,General
6690,"In March 2022, Microsoft announced its intent to build its fourth datacenter region in Hyderabad.",False,General
18216,"Jarnail Chudge, user experience architect with MCS, said Miller was the guide and inspiration for the project, which also brought in collaborators from Bing, Microsoft Research, and the Developer and Platform Evangelism Division.",False,General
7029,"Companies are harnessing the power of AI by recognizing its limitations and impairments and instead, using them as motivators to spearhead responsible AI principles.",False,General
15193,Its an incredible example of how we are helping our customers realize the promise of a world of connected devices and things.,False,General
13247,"Our carbon negative commitment includes reducing these emissions and removing what we cannot reduce, which we do through a reduction strategy in campuses and datacenters, rethinking the design of our devices, and engaging with our supply chain.",False,Environmental
468,"Mitchell works on computer vision and language problems, and is a founding member—and only female researcher—of Microsoft’s “cognition” group.",False,Social
27,"""For much of the emerging world, whether BRICS or CIVETS, gaining a place in the Top 100 remains a dream"", comments Jeremy Sampson, executive chairman of Interbrand Sampson, the Johannesburgbased Africa arm of Interbrand.",False,General
8088,"Draft sustainability preparatory reports, reducing time and freeing up resources to focus on other priorities.",False,Environmental
20138,The early success of these two programs inspired us to set our ambitious goal of bringing the benefits of technology to onequarter of a billion underserved people around the world by 2010.,False,General
4147,"Colonial Pipeline Outage Highlights Need for Energy Systems to be More Cyber Resilient: IEA The outage of a critical US oil pipeline from a cyberattack underscores the need for energy infrastructure to become ""more cyber resilient,"" with digitalization and automation of energy systems increasing the scope for such attacks.",False,Environmental
12989,"Scale strategy to achieve ambitions by using the whole of the business At Microsoft, we think about the positions of influence that we can use.",False,General
805,lineviewdevelopingcamviewat.jpg Line View Developing Cam View at Microsoft's IoT & AI Insider Lab Line View team shown developing their Cam View solution at Microsoft's IoT & AI Insider Lab in Munich.,False,General
18146,"Continuing to evolve and grow Give for Youth, a microgiving portal that helps individuals fund and follow the aspirations of youth around the world",False,Social
20649,"Ideal Employer by Undergraduates (3), American Diversity Edition of the 2006 Universum Survey, Universum Communications",False,Social
2342,"Starting in July, all our business divisions will also pay an internal carbon fee for all their scope 3 emissions.",False,Environmental
1553,"With a total of 166 holdings in all, ET Fdb.com shows its top 15 holdings by weighting as follows:Johnson & Johnson (JNJ), 8.92%Mastercard (MA), 6.00%Home Depot (HD), 5.85%Coca Cola (KO), 5.28%Wells Fargo (WFC), 4.77%Pepsi Co (PEP), 4.51%Amgen (AMGN), 2.82%Texas Instruments (TXN), 2.45%Starbucks (SBUX), 2.42%U. S. Bancorp (USB), 2.12%Caterpillar (CAT), 1.86%TJX Companies (TJX), 1.64%Conoco Phillips (COP), 1.61%S&P Global (SPGI), 1.43%Ecolab (ECL), 1.30%SPDR S&P 500 Fossil Fuel Reserves Free> Yeartodate gain: 19.3%> Yearoveryear gain: 11.0%There is also the SPDR S&P 500 Fossil Fuel Reserves Free ETF (SPYX), which tracks the S&P 500 Fossil Fuel Free Index.",False,General
18757,"To enhance our commitment to working responsibly, in FY2012 we are conducting an indepth review to assess and further strengthen our work to promote responsible business practices across our supply chain.",False,Social
14706,"Support inclusive economic opportunity Harnessing AI for cultural heritage Its our business to advance technology, and we believe technology should respect and help protect the worlds timeless values.",False,Social
18241,Ranked number 44 out of nearly 900 companies surveyed on Diversity Inc magazines Top 50 U. S. companies list for 2013.,False,Social
14800,"Developed in collaboration with The Meet Group, Roblox, and Kik and Thorn, this technique builds off Microsoftpatented technology and is freely available to qualified online service companies that offer a chat function.",False,General
1143,The standard stems from the growing consumer awareness and demand for ecologically and sociallyresponsible products.,False,Social
11584,"In particular, the United Nations Environment Programme made clear in its annual Emissions Gap report that current national climate plans fall short of what will be needed to meet the world’s climate targets.",False,Environmental
2737,"Like I said, the world's turned upside down.""",False,General
16048,"Beyond clearly communicating our expectations, Microsoft vets certain partners and suppliers to help ensure that we only engage legitimate businesses with a reputation for integrity.",False,Social
8892,"This month, we’re thrilled to announce new data solutions and generative AI advancements in Microsoft Cloud for Sustainability and Microsoft Fabric, providing new levels of speed and efficiency in processing data to help you drive faster progress toward sustainability goals.",False,Environmental
4685,Clearly the business community will need to do more.,False,General
11986,The LC As will feed into an advanced Carbon Data Platform to provide the most representative emissions profile possible for our devices.,False,Environmental
14336,Scope 3 Microsoft calculates and reports Scope 3 emissions for all relevant categories.,False,Environmental
19842,Underlying Microsofts product and citizenship investments is a strong commitment to transparency and accountability in our business practices.,False,Social
8487,Microsoft has announced the launch of new A Ipowered sustainability tools for customers aiming to reduce their environmental impact and achieve net zero targets.,False,Environmental
19704,We believe that there are the three crucial areas in which government policies can help the global economy and communities worldwide realize the benefits of information technology (IT).,False,General
14369,Industry sectors already included in Scope 1 and Scope 2 (such as electricity purchases) and other Scope 3 categories were removed to prevent double counting.,False,Environmental
9110,The ratings will show up in the supplier record.,False,General
12710,"Researchers at Microsoft and the University of California, Berkeley are collaborating to use AI methods to find optimal metalorganic materials that balance this tradeoff and offer other properties required for economic and safe carbon removal.",False,Environmental
5964,"Cognite Data Fusion® industrial data solution liberates and contextualizes industrial data, creating an industrial data foundation that anyone can use to discover and generate datadriven insights.",False,General
985,We hear it mostly from vendors selling onpremises storage gear.,False,General
20800,"Our ultimate goal is to help create an environment in which adults, children, businesses, and other organizations can enjoy the full benefits of the Internet without concerns about their safety, privacy, or security.",False,Social
17628,"In FY14, Microsoft collaborated with nonprofits by hosting 45 NGO Connection Days in 35 countries.",False,Social
3742,"Our Microsoft 2020 Environmental Sustainability Report details progress on our commitments, reveals some of the big lessons we’ve learned and provides details about our specific areas of focus in 2021.",False,Social
6583,"According to Helion cofounder and CEO David Kirtley, the deal marks a significant milestone for the company, and for fusionbased power generally, seen by many industry participants as an important contributor to global decarbonization goals, but in only the earliest stages of advancing towards commercialization.",False,Environmental
9483,"But a minority forgo the guidance, opting to report their board diversity through rows and columns of iconography, instead of lines of numbers.",False,Social
83,"Conversely, energy companies have struggled to distance themselves from negative news events such as oil spills.",False,Environmental
14763,Preserving privacy while addressing COVID19 It will be critical to preserve privacy as we develop and implement technical solutions to fight the pandemic.,False,General
925,This is also a type of virtualized data storage.,False,General
6584,Kirtley said:“We are grateful for the support of a visionary company like Microsoft.,False,General
10953,This enables customers to tailor calculations to address their unique business needs.,False,General
1003,"Nutanix sells the HCI OS Acropolis in three versions: Starter, Pro and Ultimate.",False,General
13951,Appropriate infrastructure and technology are important factors needed to actualize this vision while minimizing environmental impact.,False,Environmental
10949,We’re also expanding Microsoft Sustainability Manager availability in the United Kingdom and Asia Pacific regions to better serve customers in those areas soon.,False,Environmental
11713,The goal is to get more than one million farms onto the platform.,False,General
1448,"PwC UK research estimates the economic and emissions impact of AI adoption for environmental purposes in agriculture, water, energy and transport.",False,Environmental
10145,And we've known for a while that trust is really essential to the adoption of new products.,False,General
16106,"This smart database allows us to use environmental engineering time efficiently to track and eliminate substances according to global regulations, market requirements, and our voluntary efforts.",False,Environmental
19004,"Fighting online crime: In FY2011, the Microsoft Digital Crimes Unit coordinated a legal and technical action that took down the Win32/Rustock botnet, a global online threat operating with more than 1 million malwareinfected computers under its control globally.",False,General
10783,"As KPMG has built out its ES Gfocused offerings, the firm has been leveraging Microsoft Cloud for Sustainability for its digital solutions, such as the recently launched Circularity Tracker.",False,Social
18456,"We then helped our suppliers implement best practices to mitigate health and safety risks by providing safety guidelines, and suggested metrics for monitoring performance and training on recommended practices.",False,Social
11728,"Starting 2024, these rules will become stricter for companies in a number of industries – such as finance and transportation – ensuring that they report climaterelated risks and opportunities, without exception.",False,Environmental
2536,"The providers, service categories and cost models AWS, Azure and Google Cloud dominate the market for cloud infrastructure services, garnering 60% of the worldwide revenue, according to Synergy Research Group.",False,General
5349,"At the time, the company was 6 months away from its first Enterprise Agreement (EA) renewal since Microsoft had implemented the October 1, 2019 use right changes.",False,General
17399,"We also base our work on international frameworks such as the United Nations Global Compact, the UN Guiding Principles on Business and Human Rights, and the Global Reporting Initiatives Sustainability Reporting Guidelines.",False,Social
20230,Microsoft has created innovative partnerships and programs throughout the world to provide the training and technology that people with disabilities need to transform their lives and realize their potential.,False,General
11803,"As a technology company, we have a role to play with the thousands of corporate customers who put their trust in Microsoft technology.",False,General
20018,about Windows Live Family Safety Settings is available at www.microsoft.com/presspass/ features/2006/mar06/0313familysafety.mspx.,False,General
21194,"Digital Rights Management Consumers are eager to access entertainment products and other digital content over the Internet, but producers of that content are understandably concerned about its susceptibility to piracy.",False,General
14968,Embedding compliance and sustainability into our business Weve built an Audit Management System (AMS) to continue to transform how we embed compliance and sustainability into our business.,False,Environmental
2798,The index's entire market value is $27.3 trillion.,False,General
13301,This will be paired with a reduction in idle and shutdown timers to continue to improve power consumption during console idle periods.,False,General
19915,"This project is setting up 100 new CT Cs throughout Morocco to help close the digital divide, and train and educate young people to use IT.",False,General
17970,2 This data covers 55 percent of Microsofts facilities by square footage.,False,Environmental
6950,"Except for Amazon.com AMZN and Alphabet GOOGL, these marketcap giants (which also include Apple AAPL, Microsoft, Nvidia, and Tesla) are overweight in the sustainable model as compared with the traditional model.",False,Environmental
10072,About EY Ripples The global EY Ripples program aims to positively impact one billion lives by 2030.,False,Social
13631,"We will achieve this goal by investing in water projects that protect watersheds, restore wetlands, and improve infrastructure.",False,Environmental
2561,F Sx for Windows delivers SMB shares from a Windows server.,False,General
5146,"The Richmond refinery is one of the largest polluters in the state, and from 2008 to 2018 state records indicate that the refinery released nearly the same amount of greenhouse gas emissions over the ten year period [11].",False,Environmental
5595,"Also, emissions from this category will be aligned to the appropriate scope for reporting purposes.",False,Environmental
13294,"Metals We are developing opportunities to reuse manufacturing scrap in aluminum production, allowing us to use lowercarbon, 100 percent postindustrial recycled closed loop aluminum for future Surface computer housings.",False,Environmental
2324,"While we at Microsoft have worked hard to be “carbon neutral” since 2012, our recent work has led us to conclude that this is an area where we’re far better served by humility than pride.",False,Environmental
13424,"With Dynamics 365 Remote Assist and Holo Lens 2, problems are typically resolved remotely without having to wait for a Field Service Engineer to visit the dealer.",False,General
13564,"4 Pilot dieselfree backup power We are innovating and piloting other backup power sources in our datacenter regions, which could in the future provide viable replacements for generators.",False,General
13422,"By adding Azure Digital Twins to this solution, in 2021 the company has saved upwards of 6 million krona (USD700,000) in energy consumption cost alone.",False,Environmental
4863,How much do you think supply chain or Scope 3 emissions have to answer for here?,False,Environmental
10813,"In 2024, organizations around the world will face new regulatory reporting requirements designed to increase the transparency of environmental, social, and governance (ESG) impact and progress.",False,Environmental
9419,Explore solutions Track your organization’s waste data management efficiency (preview)The new waste capabilities in Microsoft Sustainability Manager enable you to easily meet waste disclosure requirements and understand your waste management efficiency at an organization or facility level based on standard metrics.,False,Environmental
19996,These controls help parents protect their children from inappropriate content and unwelcome contacts online.,False,General
5441,Temenos helps meet these requirements by delivering a complete set of data on cloud emissions for each client in addition to the data provided by Microsoft on their Azure consumption.,False,Environmental
20507,"We have participated in simulations, provided expertise to businesses creating their own plans, and worked with local health departments to develop community plans.",False,General
19428,"Despite the challenges, Microsoft employee giving raised more than $84 million, including the corporate match.",False,Social
11228,"“With Microsoft, our marketleading sustainability and Microsoft services teams are able to quickly develop and deliver innovative solutions that address nuanced issues of decarbonization in a costeffective manner.”—Dr.",False,Environmental
7182,(select all that apply): Brownfield and regeneration Business reporting and strategy Climate change and net zero ESG and sustainability Infrastructure & EIA Mergers and Acquisitions The energy transition Which areas are you interested in?,False,Environmental
13134,"At Microsoft, we have come to see this as a 5R Journey that begins with recording and reporting emissions with better data collection and automation, then reducing as much as possible with that datainformed roadmap first, then replacing fossil fuels in our electricity consumption with renewables, and finally removing what remains.",False,Environmental
5341,The software licensing rules for SQL Server on AWS are similar to the rules for on premises.,False,General
3730,Marciano insisted that it’s not necessary to invest millions of dollars to get started.,False,General
10141,I have three girls at home.,False,Social
19440,"Launched Windows 7, our most energy efficient operating system to date, designed to use less energy when idle or active.",False,Environmental
10819,"It’s good for business, people, and the planet.",False,Social
14042,"Through this research, we are quantifying ecosystem performance in terms of services including water quantity and quality, air, carbon, climate, soil health, human health and wellbeing, and biodiversity.",False,Environmental
7969,"Under the new agreement, Neustark will deliver 27,600 tons of carbon removal credits to Microsoft over the course of 6 years.",False,Environmental
8395,"Microsoft Azure's storage services continue to expand with new data management controls, cold storage options and wider availability of a managed cloud SAN service.",False,General
20493,"Doubleglazed windows allow natural light to enter, but sunshades cut glare and save money on air conditioning.",False,General
15669,"Enabling compliance with new privacy protections In May 2018, the European Union is imposing strong new privacy rules: The General Data Protection Regulation (GDPR).",False,General
12438,"Sustainability Manager allows organizations to gain continuous visibility into their emissions activities, report their impact and progress more reliably, and access the intelligence required to help reduce their environmental footprint and transform their business.",False,Environmental
11115,Cons of Google Cloud Fewer global data centers than Azure.,False,General
9383,"Typeface.ai has launched a new Typeface app for Microsoft Teams that uses the powerful combination of Microsoft Azure Machine Learning, Azure OpenAI, and Typeface’s brandpersonalized AI to create content significantly faster than ever before.",False,General
16234,We realize there is still hard work ahead to make our commitment and focus on diversity and inclusion a truly integrated part of the companys standard business practices.,False,Social
7315,"Greenpixie’s work with usage data has shown carbon disclosures that do not include a cloud provider’s Scope 3 emissions, as in their solution, are underreporting by >90%.",False,Environmental
14604,"Through Microsofts Tech for Social Impact, we provide Microsoft cloud technology as well as firstparty sectorspecific solutions to meet the unique needs of nonprofits.",False,Social
11792,"In addition to our carbon negative commitment, weve also made encouraging progress toward our 2030 commitments in water, waste, and ecosystems:",False,Environmental
12580,Increasing packaging sustainability We are using innovation and design rigor to make progress on our journey to eliminate singleuse plastic packaging by 2025.,False,Environmental
4502,"Microsoft releases 2021 Environmental Sustainability Report outlining its progress against ambitious goals Company spends more than half a billion dollars on carbon reduction, waste management, ecosystem protection, and water replenishment, and pledges to continue the fight for a sustainable future21 April, 2022; Dubai, United Arab Emirates – Ahead of Earth Day, Microsoft released its annual sustainability report, offering its partners and customers an indepth look at the company’s 2021 progress towards becoming a carbonnegative, waterpositive, zerowaste organisation by 2030.",False,Environmental
3980,The transaction has been unanimously approved by the boards of directors of both Microsoft and Nuance.,False,General
1351,"The top three cloud providers—Amazon Web Services, Google Cloud, and Microsoft Azure—account for approximately twothirds of all rentable computing services, so WIRED has compiled a guide to help you understand how they decarbonize your data.",False,Environmental
13776,"The context Every year, people consume 100 billion tons of materials, and in 2020 only 8.6 percent of those materials were cycled back into the economy after use, according to the 2021 Circularity Gap Report.",False,Environmental
10049,"Together, EY and Microsoft have collaborated on a multitude of programs to empower job seekers with the skills needed for the digital future, furthering the EY Ripples ambition to impact 1 billion lives by 2030.",False,Social
2163,"ADVERTISEMENT""I was really worried about the Windows RT project and these other efforts where Microsoft was creating versions of Windows that would be locked down and could force you to only install software through the Microsoft store,"" says Sweeney.",False,General
17854,"These include EIC Cbased supplier selfassessment questionnaires, contractually binding Responsible Sourcing Requirements, quarterly scorecards, onsite assessments, and thirdparty audits.",False,Social
2896,Partnering with public cloud provider Microsoft is part of Nutanix's attempt to pivot from a hyperconverged infrastructure (HCI) company to a cloud software company particularly suited to hybrid clouds.,False,General
6627,"At Microsoft, three things helped us to tackle this.",False,General
10964,Access to AP Is will be available via a selfserve portal from Microsoft Cloud Solution Center.,False,General
19612,We do so both in our direct dialogue with the government and in promoting mutual understanding between U. S. and Chinese industries and governments.,False,General
17887,"Microsoft employees receive the appropriate rolebased environmental training and certifications as needed for their jobs, such as",False,Environmental
11686,"The value of ESG exchangetraded funds, or ET Fs, doubled globally in 2020 to over $120B.",False,Social
7241,Microsoft isn't the only cloud provider grappling with water consumption.,False,Environmental
18240,helps ensure that people and talent development processes are prioritized and integrated into our business approach.,False,General
20384,"In 2006, to help improve humanitarian relief efforts worldwide, Microsoft donated $41 million in software and cash to Net Hope and the Interagency Working Group on Emergency Capacity Building (ECB).",False,General
6323,"Anthology uses Azure OpenAI Service to empower instructors Watch the video Anthology is empowering instructors to spend more time with students and less time managing content with the AI Design Assistant in their flagship learning management system, Blackboard Learn.",False,General
18338,UN Universal Declaration of Human Rights UN International Covenant on Civil and,False,Social
13111,Using our voice on carbonrelated public policy issues We will support new public policy initiatives to accelerate carbon reduction and removal opportunities.,False,Environmental
14522,Both Account Guard for Healthcare and Account Guard for Human Rights Organizations will initially be available to organizations in the 29 countries where we already offer Account Guard.,False,Social
875,"The Linux kernel is highly customizable, and you can make it even more efficient with update scheduling, recompilation and user space settings.",False,General
3195,Another problem I would suggest is a mindless boxticking approach.,False,General
20348,The two new labs will join the existing Microsoft Mobile Innovation Lab in the expanded Microsoft Innovation Center.,False,General
