,Sentence,cleaned_text,Year,Company
5470,We also set standards of a minimum of 50 percent recycled content (25 percent of which must be postconsumer) for paperboard packaging and a minimum of 25 percent postconsumer content for rigid plastic packaging.,also set standards minimum 50 percent recycled content 25 percent must postconsumer paperboard packaging minimum 25 percent postconsumer content rigid plastic packaging,2015,MSFT
5471,"Device Take Back and Recycling Microsoft is committed to meeting and going beyond government standards on takeback and responsible recycling or disposal of electronics, batteries, and packaging.",device take back recycling committed meeting going beyond government standards takeback responsible recycling disposal electronics batteries packaging,2015,MSFT
5472,We are a member of more than 145 governmentmandated recycling schemes and producer responsibility organizations worldwide.,member 145 governmentmandated recycling schemes producer responsibility organizations worldwide,2015,MSFT
5473,"In addition, we also offer several voluntary takeback and recycling programs, including incentives to bring used electronics to Microsoft Stores for recycling.",addition also offer several voluntary takeback recycling programs including incentives bring used electronics stores recycling,2015,MSFT
5474,We offer a comprehensive online tool to help consumers understand the recycling options available to them in their specific location.,offer comprehensive online tool help consumers understand recycling options available specific location,2015,MSFT
5475,"Where no local options exist, consumers can use the tool to contact Microsoft and we will generate a postagepaid elabel for them to use to send their equipment to a contracted recycler for free.",local options exist consumers use tool contact generate postagepaid elabel use send equipment contracted recycler free,2015,MSFT
5476,"Microsoft also offers two programs, Microsoft Authorized Refurbisher (MAR) and Microsoft Registered Refurbisher Program (RRP), that help refurbishers extend the life of used P Cs by providing them with commercial licenses for Microsoft",also offers two programs authorized refurbisher mar registered refurbisher program rrp help refurbishers extend life used p cs providing commercial licenses,2015,MSFT
5477,software and nonprofit organization licenses for those serving nonprofits and schools.,software nonprofit organization licenses serving nonprofits schools,2015,MSFT
5478,"Through these programs, Microsoft and our refurbisher partners provided nonprofits and schools access to 746,140 refurbished computers in FY15.",programs refurbisher partners provided nonprofits schools access 746140 refurbished computers fy15,2015,MSFT
5479,"Microsoft works to responsibly reuse, refurbish, or recycle used computers and electronics from our own operations and used personal and electronic items from our employees.",works responsibly reuse refurbish recycle used computers electronics operations used personal electronic items employees,2015,MSFT
5480,"For our own ewaste and the ewaste we collect from employees and customers, Microsoft requires external certification of the recycling partners that we contract with and bans any landfilling or exportation of used electronics that they collect.",ewaste ewaste collect employees customers requires external certification recycling partners contract bans landfilling exportation used electronics collect,2015,MSFT
5481,The recycling partners directly contracted by Microsoft to manage our ewaste and the ewaste we collect from employees and customers must meet stringent specifications.,recycling partners directly contracted manage ewaste ewaste collect employees customers must meet stringent specifications,2015,MSFT
5482,"Microsoft also requires the recyclers to be certified by a recognized scheme such as ISO 14001, R2, or E Steward; conduct assessments of their downstream partners; track the material types and quantities that they process to final disposition; and provide a certificate of destruction.",also requires recyclers certified recognized scheme iso 14001 e steward conduct assessments downstream partners track material types quantities process final disposition provide certificate destruction,2015,MSFT
5483,"Finally, Microsoft forbids the use of prison or other involuntary labor to staff recycling operations.",finally forbids use prison involuntary labor staff recycling operations,2015,MSFT
5484,in the same markets as our operations wherever possible) and externally certified carbon offset projects.,markets operations wherever possible externally certified carbon offset projects,2015,MSFT
5485,"We are mindful that environmental stewardship needs to begin with our own operational practices, which includes delivering on our commitment to be carbon neutral and to procure 100 percent renewable energy.",mindful environmental stewardship needs begin operational practices includes delivering commitment carbon neutral procure 100 percent renewable energy,2015,MSFT
5486,"Carbon Neutrality Commitment and Carbon Fee Since July 1, 2012, Microsoft has achieved carbon neutrality across our global operations, spanning more than 100 countries, for our datacenters, software development labs, offices, business air travel, and (as of July 1, 2015)",carbon neutrality commitment carbon fee since achieved carbon neutrality across global operations spanning 100 countries datacenters software development labs offices business air travel,2015,MSFT
5487,"Our carbon neutral strategy hinges on companywide accountability, achieved through an internal carbon fee cascaded globally to our business groups.",carbon neutral strategy hinges companywide accountability achieved internal carbon fee cascaded globally business groups,2015,MSFT
5488,This chargeback model puts a price on carbon and makes the companys business divisions responsible for the cost of reducing and compensating for the carbon emissions associated with their electricity use and air travel.,chargeback model puts price carbon makes companys business divisions responsible cost reducing compensating carbon emissions associated electricity use air travel,2015,MSFT
5489,"The carbon fee funds energy efficiency investments, purchasing renewable energy equal to 100 percent of our consumption (with the green power purchases",carbon fee funds energy efficiency investments purchasing renewable energy equal 100 percent consumption green power purchases,2015,MSFT
5490,"In April 2015 Microsoft released a whitepaper describing the progress made with our carbon fee since its inception, in the hope to inspire other organizations to take similar action.",released whitepaper describing progress made carbon fee since inception hope inspire organizations take similar action,2015,MSFT
5491,"Among the results it details: since the inception of the carbon fee, we have purchased more than 10 million megawatthours (M Wh) of green power, reduced our emissions by 7.5 million metric tons of carbon dioxide equivalent (mtCO2e), saved more than $10 million a year, and had an impact on more than 3.2 million people in emerging nations through carbon offset community projects.",among results details since inception carbon fee purchased 10 million megawatthours wh green power reduced emissions 75 million metric tons carbon dioxide equivalent mtco2e saved 10 million year impact 32 million people emerging nations carbon offset community projects,2015,MSFT
5492,"Besides our carbon neutrality commitment, we have a 100 percent renewable energy commitment, which we meet through direct purchases of renewable energy and the purchase of renewable energy credits.",besides carbon neutrality commitment 100 percent renewable energy commitment meet direct purchases renewable energy purchase renewable energy credits,2015,MSFT
5493,"renewable electricity to power 23 percent of our operations, and are exploring opportunities to expand our direct purchase of renewable energy and support the construction of new renewable energy projects.",renewable electricity power 23 percent operations exploring opportunities expand direct purchase renewable energy support construction new renewable energy projects,2015,MSFT
5494,"In FY15 we purchased more than 3.2 billion kilowatthours (k Wh) of renewable energy, and in January 2015 the US Environmental Protection Agency ranked us as the secondlargest user of green power in the US.",fy15 purchased 32 billion kilowatthours k wh renewable energy ranked us secondlargest user green power,2015,MSFT
5495,"The new 110megawatt (MW) Keechi Wind project that we funded through a 20year agreement to purchase 100 percent of its output came online in FY15, and",new 110megawatt mw wind project funded 20year agreement purchase 100 percent output came online fy15,2015,MSFT
5496,we also announced an even larger power purchase agreement for all of the output of the new 175MW Pilot Hill Wind Project.,also announced even larger power purchase agreement output new 175mw pilot hill wind project,2015,MSFT
5497,"We also generate a small amount of onsite renewable energy, such as from solar panels covering the rooftops on our Silicon Valley campus.",also generate small amount onsite renewable energy solar panels covering rooftops silicon valley campus,2015,MSFT
5498,"Finally, access to renewable energy is among the criteria that we consider in siting datacenters, and a number of our datacenters, like our complex in Quincy, Washington, are powered by hydroelectricity.",finally access renewable energy among criteria consider siting datacenters number datacenters like complex quincy powered hydroelectricity,2015,MSFT
5499,"In order of preference, we seek to use renewable energy by:",order preference seek use renewable energy,2015,MSFT
5500,2 Signing longterm renewable power purchase agreements in regions where we have operations and those projects are viable.,2 signing longterm renewable power purchase agreements regions operations projects viable,2015,MSFT
5501,"3 Investing in green power (RE Cs) to match our total electricity usage with the equivalent number of RE Cs that are credible, are verifiable, and add additional renewable energy to the grid.",3 investing green power cs match total electricity usage equivalent number cs credible verifiable add additional renewable energy grid,2015,MSFT
5502,"Driving Energy Efficiency Across Our Operations Building Efficiency Investments Our last round of carbonfee funded efficiency projects and other energyefficiency investments by our Real Estate and Facilities group totaled over $3.1 million in investments that reduced our associated carbon emissions by 18,179 metric tons and also paid for themselves in less than a year with $3.6 million in energy savings.",driving energy efficiency across operations building efficiency investments last round carbonfee funded efficiency projects energyefficiency investments real estate facilities group totaled 31 million investments reduced associated carbon emissions 18179 metric tons also paid 36 million energy savings,2015,MSFT
5503,"Beyond cost savings, weve also found opportunities to create new areas of revenue.",beyond cost savings also found opportunities create new areas revenue,2015,MSFT
5504,"Microsoft created an analytical software solution that joined together 38,000 assets of disparate, sensorenabled equipment across the 125 buildings in our Puget Sound headquarters.",created analytical software solution joined together 38000 assets disparate sensorenabled equipment across 125 buildings puget sound headquarters,2015,MSFT
5505,The system processes 500 million data transactions every day to prioritize maintenance and repairs with the greatest energy and cost saving potential.,system processes 500 million data transactions prioritize maintenance repairs greatest energy cost saving potential,2015,MSFT
5506,The solution is generating energy savings of 1011 percent and an implementation payback of less than 24 months.,solution generating energy savings 1011 percent implementation payback,2015,MSFT
5507,"We are now expanding the solution to our other campuses with equally good results: the software identified $240,000 of energy savings at our Mountain View, CA campus within the first 30 days",expanding solution campuses equally good results software identified 240000 energy savings mountain view ca campus within,2015,MSFT
5508,We are sharing our results with government and industry leaders from around the globe and making similar solutions available through partners to our customers (such as through Microsoft City Next offerings).,sharing results government industry leaders around globe making similar solutions available partners customers microsoft city next offerings,2015,MSFT
5509,"With inefficient commercial buildings responsible f or upwards of 40 percent of the worlds energy consumption, we see the huge potential environmental and business impacts from this approach.",inefficient commercial buildings responsible f upwards 40 percent worlds energy consumption see huge potential environmental business impacts approach,2015,MSFT
5510,"Datacenters Were designing energysaving approaches into our new datacenters, such as using outside air cooling and airside economizers that dramatically cut the energy and water used for cooling.",datacenters designing energysaving approaches new datacenters using outside air cooling airside economizers dramatically cut energy water used cooling,2015,MSFT
5511,This approach to cooling reduces energy consumption by 1520 percent and water consumption by 90 percent.,approach cooling reduces energy consumption 1520 percent water consumption 90 percent,2015,MSFT
5512,"Overall, our datacenters average 1.4 PUE (Power Usage Effectiveness, one measure of data center efficiency), more efficient than the industry average of 1.7 PUE.",overall datacenters average 14 pue power usage effectiveness one measure data center efficiency efficient industry average 17 pue,2015,MSFT
5513,"We are concerned about not just efficiency inside the datacenter, but also how to create dramatically more efficient systems, from the power plant to the chip.",concerned efficiency inside datacenter also create dramatically efficient systems power plant chip,2015,MSFT
5514,"Examples of this approach include the pilot project datacenter in Cheyenne, Wyoming,",examples approach include pilot project datacenter wyoming,2015,MSFT
5515,"which ran completely independently of the grid from 2014 to 2015 by using energy generated from biogas, a byproduct of a nearby water treatment plant.",ran completely independently grid using energy generated biogas byproduct nearby water treatment plant,2015,MSFT
5516,"Weve also pioneered a new concept to integrate fuel cells directly into server racks, which we expect to effectively cut datacenter energy intensity in half by eliminating transmission losses and other inefficiencies.",also pioneered new concept integrate fuel cells directly server racks expect effectively cut datacenter energy intensity half eliminating transmission losses inefficiencies,2015,MSFT
5517,We are working with industry partners and the DOE to pilot and commercialize new energy technologies that will be foundational to the next generation of efficient datacenter designs.,working industry partners doe pilot commercialize new energy technologies foundational next generation efficient datacenter designs,2015,MSFT
5518,"In another step forward in this approach, in FY15 we established a partnership with the University of Texas at San Antonio and the schools Texas Sustainable Energy Research Institute to identify economically viable technologies that further reduce the environmental footprint of datacenters.",another step forward approach fy15 established partnership schools sustainable energy research institute identify economically viable technologies reduce environmental footprint datacenters,2015,MSFT
5519,"Beyond the datacenters themselves, were building energysaving features into our cloud services, such as the ability for developers to automatically scale their resource use to demand.",beyond datacenters building energysaving features cloud services ability developers automatically scale resource use demand,2015,MSFT
5520,Carbon Footprint and Energy Use We have a longstanding commitment to transparently disclosing our carbon footprint and have voluntarily reported our carbon footprint through CDP (formerly the Carbon Disclosure Project) since 2004.,carbon footprint energy use longstanding commitment transparently disclosing carbon footprint voluntarily reported carbon footprint formerly carbon disclosure project since,2015,MSFT
5521,Data on our carbon emissions are available on the CDP website.,data carbon emissions available website,2015,MSFT
5522,We also have pilot projects to encourage portions of our supply base to report their emissions to CDP.,also pilot projects encourage portions supply base report emissions cdp,2015,MSFT
5523,"In recognition of our climate efforts, CDP included Microsoft on its Global 500 Climate Performance Leadership Index in the past two years.",recognition climate efforts included global 500 climate performance leadership index,2015,MSFT
5524,"In September 2014, we earned the top grade A in CD Ps assessment of our performance to promote climate change mitigation, adaptation, and transparency, and CDP rated our disclosure and transparency on climate issues at 99 out of 100.",earned top grade cd assessment performance promote climate change mitigation adaptation transparency cdp rated disclosure transparency climate issues 99 100,2015,MSFT
5525,The following graphs and charts detail the highlights of our most recent filing with CDP and trends in our greenhouse gas emissions and energy use.16,following graphs charts detail highlights recent filing trends greenhouse gas emissions energy use16,2015,MSFT
5526,"Greenhouse Gas (GHG) Emissions Direct Emissions Gross Scope 1 Emissions, mtCO2e",greenhouse gas emissions direct emissions gross scope 1 emissions mtco2e,2015,MSFT
5527,"HF Cs Scope 1 Emissions Balanced by Carbon Offset Purchases, mtCO2e Net Scope 1 Emissions, mtCO2e Indirect Emissions Gross Scope 2 Emissions, mtCO2e Scope 2 Emissions balanced by Green Power Purchases, mtCO2e Scope 2 Emissions balanced by Carbon Offset Purchases, mtCO2e Net Scope 2 Emissions, mtCO2e",hf cs scope 1 emissions balanced carbon offset purchases mtco2e net scope 1 emissions mtco2e indirect emissions gross scope 2 emissions mtco2e scope 2 emissions balanced green power purchases mtco2e scope 2 emissions balanced carbon offset purchases mtco2e net scope 2 emissions mtco2e,2015,MSFT
5528,Capital Goods 17 Fueland Energy Related Activities (not included in Scope 1 or 2) Upstream Transportation and Distribution 17,capital goods 17 fueland energy related activities included scope 1 2 upstream transportation distribution 17,2015,MSFT
5529,"Business Travel, other Scope 3 Emissions, Business Air Travel, balanced by Carbon Offset Purchases, mtCO2e Net Scope 3 Emissions, Business Air Travel, mtCO2e",business travel scope 3 emissions business air travel balanced carbon offset purchases mtco2e net scope 3 emissions business air travel mtco2e,2015,MSFT
5530,"Cooling Renewable Energy Purchased or Generated and Consumed, M Wh 18 Renewable Energy Purchased or Generated and Consumed, % of Total Energy Use Renewable Energy Purchased or Generated and Consumed by Source, M Wh Wind",cooling renewable energy purchased generated consumed wh 18 renewable energy purchased generated consumed total energy use renewable energy purchased generated consumed source wh wind,2015,MSFT
5531,"Non Renewable Energy Use, M Wh Non Renewable Energy Use, % of Total Energy Use",non renewable energy use wh non renewable energy use total energy use,2015,MSFT
5532,"Carbon Offsets Total Purchase of Carbon Offsets, mtCO2e Total Direct GHG Emissions balanced by Carbon Offset Purchases, % Total Indirect GHG Emissions Balanced by Carbon Offset Purchases, % Total Sale of Carbon Offsets, mtCO2e",carbon offsets total purchase carbon offsets mtco2e total direct ghg emissions balanced carbon offset purchases total indirect ghg emissions balanced carbon offset purchases total sale carbon offsets mtco2e,2015,MSFT
5533,16 Note that because the CDP reporting deadline closes in May before,16 note reporting deadline closes may,2015,MSFT
5534,"the end of our fiscal year, the most recent CDP carbon footprint data we have available and verified is for FY14, not FY15.",recent carbon footprint data available verified fy14 fy15,2015,MSFT
5535,We will disclose updated FY15 data before the end of the calendar year at www.microsoft.com/transparencyhub.,disclose updated fy15 data end calendar year wwwmicrosoftcomtransparencyhub,2015,MSFT
5536,Our greenhouse gas and energy data provided in our CDP filings and this report represent 100 percent of Microsofts global operations and revenue.,greenhouse gas energy data provided cdp filings report represent 100 percent microsofts global operations revenue,2015,MSFT
5537,17 The reported emissions for this category represent an estimate based on broadbased assumptions and have therefore been rounded.,17 reported emissions category represent estimate based broadbased assumptions therefore rounded,2015,MSFT
5538,This category may be underor overreported by as much as 50 percent.,category may underor overreported much 50 percent,2015,MSFT
5539,18 Energy (electricity) data includes onsite solar generation as well as all,18 energy electricity data includes onsite solar generation well,2015,MSFT
5540,Scope 1: Normalized by Revenue Scope 2: Normalized by Revenue Scope 3 (air travel only): Normalized by Revenue,scope 1 normalized revenue scope 2 normalized revenue scope 3 air travel normalized revenue,2015,MSFT
5541,( e u n e v e R y b s n o,e u n e v e r b n,2015,MSFT
5542,( n o i t p m u s n o,n p u n,2015,MSFT
5543,19 Data provided covers 100% of Microsofts global operations and revenues.,19 data provided covers 100 microsofts global operations revenues,2015,MSFT
5544,( e u n e v e R y b d e z,e u n e v e r b e z,2015,MSFT
5545,"Water Microsofts operations are generally not water intensive, with the exception of some of our datacenters that rely on water for cooling.",water microsofts operations generally water intensive exception datacenters rely water cooling,2015,MSFT
5546,"Weve worked to mitigate the impacts of datacenter water use by using recycled municipal waste water in some waterscarce locations such as San Antonio, Texas.",worked mitigate impacts datacenter water use using recycled municipal waste water waterscarce locations,2015,MSFT
5547,"Beyond datacenters, Microsoft continues to invest in watersaving fixtures in our office buildings and smart landscape irrigation practices to conserve water.",beyond datacenters continues invest watersaving fixtures office buildings smart landscape irrigation practices conserve water,2015,MSFT
5548,"20 This data covers 65 percent of Microsoft facilities by square footage, including key water using data center operations.",20 data covers 65 percent facilities square footage including key water using data center operations,2015,MSFT
5549,Additional details of our water use and previous years reports are publicly available in our CDP Water Project filing.,additional details water use reports publicly available water project filing,2015,MSFT
5550,"As with emissions and energy data, we will disclose updated FY15 water data before the end of the calendar year at www.microsoft.com/transparencyhub.",emissions energy data disclose updated fy15 water data end calendar year wwwmicrosoftcomtransparencyhub,2015,MSFT
5551,21 Data covers 74 percent of Microsofts global facilities by square,21 data covers 74 percent microsofts global facilities square,2015,MSFT
5552,"As with emissions and energy data, we will disclose updated FY15 water data before the end of the calendar year at www.microsoft.com/transparencyhub.",emissions energy data disclose updated fy15 water data end calendar year wwwmicrosoftcomtransparencyhub,2015,MSFT
5553,"Waste Microsofts Real Estate and Facilities teams around the world implement waste minimization programs, including office supply reuse, recycling, and in many cases, composting programs.",waste microsofts real estate facilities teams around world implement waste minimization programs including office supply reuse recycling many cases composting programs,2015,MSFT
5554,"Among our accomplishments, we reduced, reused, or recycled 99 percent of the waste from our Redmond, Washington dining facilities by switching to compostable",among accomplishments reduced reused recycled 99 percent waste redmond dining facilities switching compostable,2015,MSFT
5555,"tableware, administering aggressive recycling programs, and adapting our menu to get the most from each item of food served.",tableware administering aggressive recycling programs adapting menu get item food served,2015,MSFT
5556,"Weve also set a longterm goal of 90 percent waste diversion from landfills across our global headquarters facilities in the Puget Sound region of Washington, which represent approximately 36 percent of our total real estate portfolio.",also set longterm goal 90 percent waste diversion landfills across global headquarters facilities puget sound region represent approximately 36 percent total real estate portfolio,2015,MSFT
5557,Were rapidly approaching that goal and are working to extend that goal to additional campuses in the United States and around the globe.,rapidly approaching goal working extend goal additional campuses around globe,2015,MSFT
5558,"Our increased use of recycling and composting and lower waste to landfill is evident in the following chart, covering data from our facilities across the Puget Sound region.",increased use recycling composting lower waste landfill evident following chart covering data facilities across puget sound region,2015,MSFT
5559,We are working to increase the amount of waste data we collect across other Microsoft locations to improve our waste reporting in the future.,working increase amount waste data collect across locations improve waste reporting future,2015,MSFT
5560,"As we expand our oncampus hardware device labs, we have begun to generate hazardous waste and ewaste from developing and testing prototype devices.",expand oncampus hardware device labs begun generate hazardous waste ewaste developing testing prototype devices,2015,MSFT
5561,We have implemented a chemical management program that helps employees prevent waste generation by using lesspolluting,implemented chemical management program helps employees prevent waste generation using lesspolluting,2015,MSFT
5562,"When we do generate waste, we recycle whenever possible and dispose of any remainder as required by local regulations.",generate waste recycle whenever possible dispose remainder required local regulations,2015,MSFT
5563,We have also developed an auditing program to verify that any facility that handles our waste for recycling or disposal can do so responsibly and while complying with environmental regulations.,also developed auditing program verify facility handles waste recycling disposal responsibly complying environmental regulations,2015,MSFT
5564,"In FY14 we generated 1.68 metric tons of hazardous waste across our Puget Sound facilities, which was disposed of at properly permitted US hazardous waste facilities.",fy14 generated 168 metric tons hazardous waste across puget sound facilities disposed properly permitted us hazardous waste facilities,2015,MSFT
5565,"Microsoft works with governments, policymakers, and NG Os around the world to address key environmental issues that affect our business, employees, and the communities we serve.",works governments policymakers ng os around world address key environmental issues affect business employees communities serve,2015,MSFT
5566,We are driving policy development and research with a broad range of diverse groups to achieve a more sustainable future.,driving policy development research broad range diverse groups achieve sustainable future,2015,MSFT
5567,"Through Microsoft Research and groups we sponsor, we are working to apply information technology to address largescale environmental challenges.",research groups sponsor working apply information technology address largescale environmental challenges,2015,MSFT
5568,"Public Policy Engagement on Climate and Energy Recognizing the need to work to address global environmental challenges in broad partnerships, Microsofts Climate Change Policy Statement recognizes that climate change is a serious challenge that requires a comprehensive and global response from all sectors of society.",public policy engagement climate energy recognizing need work address global environmental challenges broad partnerships microsofts climate change policy statement recognizes climate change serious challenge requires comprehensive global response sectors society,2015,MSFT
5569,Microsoft is working to advance public policies that promote the use of information and commu-,working advance public policies promote use information commu,2015,MSFT
5570,"nication technology (ICT) to advance energy efficiency, spur innovation and economic opportunity, and contribute to practical strategies for mitigating climate change.",nication technology ict advance energy efficiency spur innovation economic opportunity contribute practical strategies mitigating climate change,2015,MSFT
5571,"For the past six years, our annual Global Public Policy Agenda has included a section supporting government policies that support technological advances and innovation to reduce energy use and limit the effects of climate change.",annual global public policy agenda included section supporting government policies support technological advances innovation reduce energy use limit effects climate change,2015,MSFT
5572,This section also includes support for costeffective policies that increase the availability of low carbon and renewable energy for us to use in our operations.,section also includes support costeffective policies increase availability low carbon renewable energy us use operations,2015,MSFT
5573,We have also supported industry and multistakeholder initiatives to address climate policy.,also supported industry multistakeholder initiatives address climate policy,2015,MSFT
5574,"nonpartisan statement from the business community developed by Ceres and its Business for Innovative Climate & Energy Policy (BICEP) coalition, which notes that tackling climate change is one of Americas greatest economic opportunities of the 21st century.",nonpartisan statement business community developed ceres business innovative climate energy policy bicep coalition notes tackling climate change one americas greatest economic opportunities,2015,MSFT
5575,"Energy & Sustainability Solutions Campaign (DESSC), a coalition of leading ICT companies and environmental NG Os.",coalition leading ict companies environmental ng os,2015,MSFT
5576,DESSC is committed to advancing public policies that help drive sustainable economic growth through IC Tenabled energy efficiency and clean energy innovation.,dessc committed advancing public policies help drive sustainable economic growth ic tenabled energy efficiency clean energy innovation,2015,MSFT
5577,"e Sustainability Initiative (GeSI), a collaborative effort between leading IT companies and the United Nations Environment Programme and International Telecommunication Union.",e sustainability initiative gesi collaborative effort leading companies international telecommunication union,2015,MSFT
5578,"Microsoft has played a leadership role in the development of GeSI series of reports on how the ICT can address climate change (Smart 2020, Smarter 2020, and Smarter 2030).",played leadership role development gesi series reports ict address climate change smarter smarter,2015,MSFT
5579,The latest Smarter 2030 GeSI report identifies ways that ICT can enable a 20 percent reduction of global CO2 emissions by 2030.,latest smarter gesi report identifies ways ict enable 20 percent reduction global co2 emissions,2015,MSFT
5580,"The report also identifies how ICT can integrate renewables into the grid, boost agricultural crop yields by 30 percent, save over 300 trillion liters of water, and conserve 25 billion barrels of oil a year.",report also identifies ict integrate renewables grid boost agricultural crop yields 30 percent save 300 trillion liters water conserve 25 billion barrels oil year,2015,MSFT
5581,"Continuing to achieve carbon neutrality and netzero emissions for our datacenters, software development labs, offices, manufacturing facilities, and employee air travel by increasing energy efficiency and investing in renewable energy and carbon offset projects.",continuing achieve carbon neutrality netzero emissions datacenters software development labs offices manufacturing facilities employee air travel increasing energy efficiency investing renewable energy carbon offset projects,2015,MSFT
5582,Goal: Meeting our 100 percent renewable energy commitment by matching the total amount of k Wh consumed with the equivalent volume of renewable energy purchased.,goal meeting 100 percent renewable energy commitment matching total amount k wh consumed equivalent volume renewable energy purchased,2015,MSFT
5583,"We accomplished this, purchasing over 3.2 billion k Wh of green power and seeking to purchase green power in the same markets as our operations wherever available.",accomplished purchasing 32 billion k wh green power seeking purchase green power markets operations wherever available,2015,MSFT
5584,Goal: Expanding our global data collection and reporting of waste and water data.,goal expanding global data collection reporting waste water data,2015,MSFT
5585,We expanded our global collection and reporting of waste data and continue working to enhance our reporting of water data.,expanded global collection reporting waste data continue working enhance reporting water data,2015,MSFT
5586,"Goal: Maintaining our commitment to achieving carbon neutrality and netzero emissions for our datacenters, software development labs, offices, and employee air travel by increasing energy efficiency and investing in renewable energy and carbon offset projects.",goal maintaining commitment achieving carbon neutrality netzero emissions datacenters software development labs offices employee air travel increasing energy efficiency investing renewable energy carbon offset projects,2015,MSFT
5587,We met these commitments in FY15 and expanded the program to also address Microsoftowned manufacturing facilities in FY16.,met commitments fy15 expanded program also address microsoftowned manufacturing facilities fy16,2015,MSFT
5588,Goal: Establishing targets with business groups to improve operational energy efficiency.,goal establishing targets business groups improve operational energy efficiency,2015,MSFT
5589,Our Real Estate & Facilities group set energy efficiency targets and water use targets for our large campuses that represent approximately 80 percent of our campus energy use.,real estate facilities group set energy efficiency targets water use targets large campuses represent approximately 80 percent campus energy use,2015,MSFT
5590,Goal: Building on the model of our 110MW Keechi Wind power purchase agreement with additional largescale commitments to purchase renewable energy.,goal building model 110mw keechi wind power purchase agreement additional largescale commitments purchase renewable energy,2015,MSFT
5591,"Beyond our Keechi Wind power purchase agreement, in FY15 we signed a 60 percent larger wind power purchase agreement to catalyze development of the new Pilot Hill Wind Power Project.",beyond keechi wind power purchase agreement fy15 signed 60 percent larger wind power purchase agreement catalyze development wind power project,2015,MSFT
5592,We are entering a world where there will soon be more than 3 billion people with Internetconnected devices from a farmer in a remote part of the world with a smartphone to a professional power user with multiple devices powered by cloudbased apps spanning work and life.,entering world soon 3 billion people internetconnected devices farmer remote part world smartphone professional power user multiple devices powered cloudbased apps spanning work life,2014,MSFT
5593,"At our core, Microsoft is the productivity and platform company for the mobilefirst, cloudfirst world.",core productivity platform company mobilefirst cloudfirst world,2014,MSFT
5594,We will reinvent productivity to empower every person and every organization on the planet to do more and achieve more.,reinvent productivity empower every person every organization planet achieve,2014,MSFT
5595,Our customers and society expect us to maximize the value of technology while also preserving the values that are timeless.,customers society expect us maximize value technology also preserving values timeless,2014,MSFT
5596,Microsofts commitments to corporate citizenship help us meet these expectations.,microsofts commitments corporate citizenship help us meet expectations,2014,MSFT
5597,"In fiscal year (FY) 2014, we expanded our work to help nonprofits do more with technology and donated $948.6 million of software and hardware to more than 86,000 nonprofits around the globe.",fy expanded work help nonprofits technology donated 9486 million software hardware 86000 nonprofits around globe,2014,MSFT
5598,"This includes the launch of Office 365 for Nonprofits, with $55 million worth of Office 365 subscriptions donated to 11,500 NG Os in 74 countries.",includes launch office 365 nonprofits 55 million worth office 365 subscriptions donated 11500 ng os 74 countries,2014,MSFT
5599,We advanced our threeyear commitment to create opportunities for 300 million youth by 2015 under the Microsoft Youth Spark initiative.,advanced threeyear commitment create opportunities 300 million youth youth spark initiative,2014,MSFT
5600,"Youth Spark has created education, employment, and entrepreneurship opportunities for 227 million youth since launch, including 124 million in FY14.",youth spark created education employment entrepreneurship opportunities 227 million youth since launch including 124 million,2014,MSFT
5601,This year we also faced new challenges and took bold steps forward to meet our longstanding commitment to ensuring the privacy and security of our customers data.,also faced new challenges took bold steps forward meet longstanding commitment ensuring privacy security customers data,2014,MSFT
5602,"This included expanding our use of encryption across our services, providing choice and transparency on data location, and strengthening legal protections for our customers privacy.",included expanding use encryption across services providing choice transparency data location strengthening legal protections customers privacy,2014,MSFT
5603,We led the way in advocating for reform of government surveillance practices.,led way advocating reform government surveillance practices,2014,MSFT
5604,"Going forward, we are committed to using data to create intelligent, personal experiences that help our customers do more while maintaining the security and privacy of their data.",going forward committed using data create intelligent personal experiences help customers maintaining security privacy data,2014,MSFT
5605,We continue to implement an industryleading carbon neutrality program and expand our investments in renewable energy to power our cloud services.,continue implement industryleading carbon neutrality program expand investments renewable energy power cloud services,2014,MSFT
5606,"In FY14, we purchased more than 3 billion kilowatthours of green power, equal to 100 percent of our global electricity use.",purchased 3 billion kilowatthours green power equal 100 percent global electricity use,2014,MSFT
5607,"In FY14, we made marked progress against our citizenship commitments and I am energized and optimistic about our ongoing work in these areas.",made marked progress citizenship commitments energized optimistic ongoing work areas,2014,MSFT
5608,I am committed to advancing our citizenship commitments as we move forward with intensity to once again change the world.,committed advancing citizenship commitments move forward intensity change world,2014,MSFT
5609,"More than 99 percent of Microsoft employees completed annual training on our Standards of Business Conduct, which is available globally in 17 languages.",99 percent employees completed training standards business conduct available globally 17 languages,2014,MSFT
5610,"The Board of Directors appointed an independent Chairman, John Thompson, coincident with Satya Nadellas appointment as Chief Executive Officer.",board directors appointed independent chairman coincident satya nadellas appointment chief executive officer,2014,MSFT
5611,Eightysix percent of employees polled said they would recommend Microsoft as a great place to work.,eightysix percent employees polled said would recommend great place work,2014,MSFT
5612,The percentage of women in our global workforce grew from 24 to 28 percent and the percentage of Microsoft senior executive women and minorities increased from 22 to 27 percent.,percentage women global workforce grew 24 28 percent percentage senior executive women minorities increased 22 27 percent,2014,MSFT
